Training Loss
nan
Predictions(GD) 	 True Value
1			 1
1			 1
1			 0
1			 1
1			 1
1			 0
1			 1
1			 0
1			 1
1			 1
1			 1
1			 0
1			 1
1			 0
1			 1
1			 1
1			 0
1			 1
1			 1
1			 0
1			 0
1			 1
1			 1
1			 0
1			 0
1			 1
1			 1
1			 1
1			 1
1			 0
1			 0
1			 0
1			 1
1			 1
1			 0
1			 0
1			 0
1			 0
1			 1
1			 0
1			 1
1			 1
1			 0
1			 0
1			 0
1			 1
1			 0
1			 0
1			 0
1			 1
1			 0
1			 0
1			 1
1			 1
1			 1
1			 1
1			 1
1			 1
1			 1
1			 0
1			 0
1			 0
1			 1
1			 0
1			 1
1			 0
1			 1
1			 1
1			 0
1			 0
1			 0
1			 1
1			 1
1			 1
1			 0
1			 1
1			 0
1			 0
1			 0
1			 1
1			 1
1			 0
1			 0
1			 0
1			 0
1			 0
1			 1
1			 1
1			 0
1			 1
1			 0
1			 0
1			 1
1			 1
1			 0
1			 1
1			 0
1			 0
1			 1
1			 0
1			 0
1			 1
1			 0
1			 1
1			 0
1			 0
1			 0
1			 0
1			 1
1			 0
1			 1
1			 1
1			 0
1			 1
1			 1
1			 0
1			 0
1			 1
1			 1
1			 0
1			 1
1			 0
1			 1
1			 0
1			 0
1			 0
1			 1
1			 1
1			 1
1			 0
1			 1
1			 1
1			 0
1			 0
1			 0
1			 1
1			 0
1			 0
1			 0
1			 0
1			 1
1			 1
1			 0
1			 0
1			 0
1			 0
1			 0
1			 1
1			 1
1			 0
1			 0
1			 1
1			 0
1			 0
1			 1
1			 0
1			 1
1			 1
1			 0
1			 1
1			 0
1			 0
1			 0
1			 1
1			 0
1			 0
1			 1
1			 0
1			 1
1			 0
1			 0
1			 0
1			 1
1			 0
1			 0
1			 1
1			 0
1			 1
1			 0
1			 0
1			 0
1			 0
1			 1
1			 0
1			 1
1			 1
1			 0
1			 0
1			 0
1			 0
1			 0
1			 0
1			 1
1			 1
1			 0
1			 0
1			 0
1			 0
1			 0
1			 1
Testing loss nan
