Predictions(GD) 	 Predictions(C) 	 True Value
1.47013			 1.35741			 1.36171
1.65324			 1.49128			 1.5584
3.7435			 4.24765			 4.16941
2.38861			 2.39555			 2.37149
0.997242			 1.05109			 1.04088
2.03506			 1.94528			 1.89957
1.06443			 1.09298			 1.03252
0.914979			 1.00852			 0.962839
1.22226			 1.11764			 1.17804
1.09296			 1.08089			 1.09141
1.03783			 1.09438			 1.00518
1.50944			 1.38374			 1.40507
1.16634			 1.0754			 1.09398
1.06863			 1.09153			 1.0993
1.92309			 1.79686			 1.85312
3.51397			 3.90508			 3.8727
2.66244			 2.72116			 2.73199
1.70213			 1.53686			 1.53741
2.86938			 2.97697			 3.00664
1.56851			 1.42418			 1.4567
2.69574			 2.76124			 2.78317
0.972932			 0.998493			 1.05305
3.46858			 3.83566			 3.79611
0.886885			 1.14117			 1.04959
3.71762			 4.21032			 4.14035
3.25417			 3.51099			 3.49075
1.17085			 1.07746			 1.07122
1.14191			 1.06933			 1.09063
2.49031			 2.51687			 2.49374
1.73102			 1.56623			 1.54346
0.952859			 0.959444			 0.980421
1.17964			 1.08225			 1.08767
2.11583			 2.05235			 2.02377
1.42884			 1.32805			 1.33619
3.65888			 4.12403			 4.11309
2.44687			 2.46529			 2.41284
1.20688			 1.10289			 1.15134
1.16601			 1.07526			 1.15157
1.14923			 1.07024			 1.10162
1.38436			 1.29208			 1.22821
2.4639			 2.48554			 2.48458
2.19026			 2.14917			 2.09479
2.52707			 2.56037			 2.56838
1.03056			 1.09135			 1.08239
0.92125			 0.983286			 1.02256
1.83032			 1.67927			 1.74008
0.899308			 1.09316			 1.01857
1.27613			 1.17823			 1.14573
2.28417			 2.26787			 2.26135
1.00618			 1.0663			 1.01672
1.65477			 1.49262			 1.48148
1.33248			 1.24191			 1.18043
2.1025			 2.03479			 2.00889
1.05664			 1.09499			 1.07168
1.77341			 1.61239			 1.68706
3.55403			 3.96615			 3.93176
3.06497			 3.2384			 3.26403
0.898146			 1.09952			 1.05708
2.04583			 1.95963			 1.99677
1.0062			 1.06633			 1.0538
1.7902			 1.63158			 1.62386
3.90193			 4.46337			 4.45639
2.67977			 2.74198			 2.794
0.874175			 1.06298			 0.964624
1.21703			 1.11242			 1.12386
1.96647			 1.85399			 1.85422
0.97133			 0.994862			 0.979662
1.10759			 1.07486			 1.11292
0.85481			 0.109327			 1.02151
0.857345			 0.337121			 0.962486
0.951497			 0.95768			 0.997734
2.0925			 2.02158			 1.96431
1.27326			 1.17486			 1.20844
1.40513			 1.30959			 1.32944
2.08464			 2.01118			 1.97011
1.07693			 1.08817			 1.09171
2.55911			 2.59826			 2.58527
2.59228			 2.63755			 2.67981
2.58867			 2.63326			 2.60861
1.66486			 1.50163			 1.52218
0.913659			 1.01469			 0.994303
1.02062			 1.08404			 0.9954
1.42402			 1.32442			 1.26612
1.4139			 1.31659			 1.31119
1.20178			 1.09844			 1.16418
3.72061			 4.21465			 4.16671
0.909384			 1.03643			 1.03868
2.4798			 2.50441			 2.45745
1.45669			 1.34814			 1.30316
0.979171			 1.01278			 0.979832
1.41168			 1.31484			 1.26443
1.04425			 1.09565			 1.00176
1.03104			 1.0916			 1.05563
1.55386			 1.41383			 1.38046
0.985267			 1.0265			 0.999102
1.11674			 1.07198			 1.07685
1.30474			 1.21141			 1.24319
1.31592			 1.22396			 1.24703
1.7467			 1.5829			 1.62394
0.919943			 0.987955			 0.985074
